chemical name,ACA_class,mol_weight,hydrophobicity,TPSA,complexity,volume,inh_Bac1,inh_Bac2,inh_Bac3,inh_Bac4,inh_Bac5,inh_Bac6,inh_Bac7,inh_Bac8,inh_Bac9,inh_Bac10,inh_Bac11,inh_Bac12,inh_Bac13,inh_Bac14,inh_Bac15,inh_Bac16,inh_Bac17,inh_Bac18,inh_Bac19,inh_Bac20,inh_Bac21,inh_Bac22,inh_Bac23,inh_Bac24,inh_Bac25,inh_Bac26,inh_Bac27,inh_Bac28,inh_Bac29,inh_Bac30,inh_Bac31,inh_Bac32,inh_Bac33,inh_Bac34,inh_Bac35,inh_Bac36,inh_Bac37,inh_Bac38,inh_Bac39,inh_Bac40
Demecarium bromide,S01EB04,556.77968,6.6,59.1,686,,0.820206119,0.73453915,1,0.8437443,0.939212301,1,0.768396176,1,0.524844749,0.335877595,0.171927681,0.234415553,1,0.63709745,0.579254442,0.677951698,0.909857975,0.656604164,0.162152545,0.336114179,0.507921016,0.662391155,1,0.988883579,1,0.044643942,0.945026529,0.924798147,0.665437563,0.832007255,0.79862387,0.960493001,0.000207856,1,0.125511266,0.149488908,0.695215057,0.69621003,1,0.252143722
Demeclocycline hydrochloride,D06AA01 J01AA01,464.85304,-0.5,186,961,323.9,5.51E-07,5.04E-06,5.92E-06,2.61E-05,5.04E-06,1.48E-05,1.32E-06,2.29E-06,4.93E-07,1.66E-05,5.04E-06,4.93E-07,7.48E-07,5.04E-06,0.00021134,5.51E-07,4.84E-06,3.22E-07,2.74E-07,5.04E-06,5.04E-06,5.27E-06,5.16E-06,4.93E-07,6.99E-06,0.00017063,5.04E-06,8.43E-07,5.04E-06,4.93E-07,5.04E-06,0.000937349,1.94E-05,0.000183647,5.04E-06,5.04E-06,1.72E-06,5.51E-07,8.83E-07,5.04E-06
Denatonium benzoate,-,325.46776,4.1,29.1,375,273.1,1,1,1,1,1,1,1,1,1,1,1,0.860494431,1,0.956713514,1,1,1,1,1,0.650268947,1,1,1,1,1,1,0.756019919,0.874646961,1,1,1,0.936397031,1,0.668503939,1,0.991159393,1,1,1,1
Deoxycorticosterone,H02AA03,330.4611,2.9,54.4,606,262,1,1,0.903705197,0.830563174,1,1,1,1,1,1,1,0.829889259,1,1,1,1,1,1,1,1,1,1,0.01937309,0.903705197,1,1,0.275933689,0.586216184,1,0.165102053,0.465199012,0.886035908,1,1,1,1,1,0.783188159,0.075872313,1
Deptropine citrate,R06AX16,333.46658,4.8,12.5,427,271.7,0.639910585,0.362199871,0.077746694,0.289148886,0.513663344,0.055929622,0.056576697,0.014706998,1,0.821187055,0.368324381,1,0.800587814,0.57375822,0.476910979,0.929911271,0.80428121,0.680479645,0.071471658,0.504510609,0.428176007,0.976356235,1,0.685588524,0.002434065,0.031196491,0.948548137,0.875766865,0.04881284,0.107874419,0.508493945,0.239726708,1,0.028573672,1,0.725642609,0.947904773,0.471687998,0.58243882,0.57342487
Dequalinium dichloride,D08AH01 R02AA02 G01AC05,456.6654,7.3,59.8,532,374.8,1,9.53E-06,0.468883594,0.040640897,0.006747737,0.000478376,0.000108547,0.001280508,0.246045118,5.04E-06,5.04E-06,1,5.55E-06,0.979470087,0.06013019,5.51E-07,0.005301499,0.000117411,5.05E-05,0.000849895,0.060489963,3.03E-05,0.655699542,0.097369603,0.009240568,0.000372795,1.25E-05,6.19E-07,0.001063906,6.67E-06,8.73E-06,0.239831509,3.60E-05,0.000424954,0.000159192,2.61E-05,0.007772802,0.000750268,5.76E-05,5.04E-06
Desipramine hydrochloride,N06AA01,266.38068,4.9,15.3,267,219.7,0.026099831,0.602850422,0.839213269,1,0.600134368,0.624333252,1,0.806435807,1,0.765774327,0.338623044,0.860993033,0.644505836,0.848175006,0.584698387,0.931867772,0.928822681,0.745021057,0.752933742,0.458939901,1,0.081655772,0.79437808,1,0.152364954,0.118804084,1,1,0.541348059,0.574976593,0.936248501,0.302332357,1,1,0.931201467,1,1,0.908950211,0.994579874,0.514363738
Desloratadine,R06AX27,310.82056,4.5,24.9,425,239.2,1,1,1,0.999098223,1,1,1,0.99018187,1,1,1,1,0.881806073,1,1,1,0.188781505,1,1,1,0.50003759,0.907656373,1,1,0.715031927,0.26152538,1,1,1,0.380068639,1,0.164262585,1,1,1,0.334832945,1,0.757932952,1,1
Dexamethasone acetate,A01AC02 C05AA09 D07XB05 D10AA03 H02AB02 R01AD03 S01BA01 S02BA06 S03BA01,434.497743,2.8,101,910,,1,0.583072094,0.51924765,1,0.927433647,0.521031779,0.413856859,0.764738841,0.49166555,1,1,0.801624265,1,0.552004662,1,0.549775605,0.662206194,1,0.286749458,1,0.881706123,0.7655579,1,0.894136065,1,1,0.755910313,1,0.937919492,1,1,0.896597986,0.271815952,0.402825383,1,0.827948984,1,0.629575303,0.406884808,1
Dexfenfluramine hydrochloride,A08AA02 A08AA04,231.25735,3.4,12,203,177.7,1,1,0.627985304,0.856806527,1,1,0.917497436,1,1,1,1,0.373123854,1,1,1,1,0.806269617,0.397484586,1,1,1,1,1,0.738453582,1,1,0.286109276,1,1,1,0.96753736,0.971919675,1,0.736314796,1,0.530921138,1,1,0.733366436,1
Dextromethorphan hydrobromide monohydrate,R05DA09,271.3972,3.4,12.5,370,216.7,0.758716588,0.296953344,1,0.960000478,0.699230206,0.968180832,0.755047848,0.347619966,0.662206194,0.558913241,0.559527018,1,0.681812787,0.659361891,0.63705029,0.329479595,1,1,0.466596951,0.7561451,0.689711477,0.688846306,0.924654456,0.10225468,0.599969339,0.53697391,0.911815046,1,0.875766865,1,0.98566575,0.997549203,1,0.782420455,0.880192399,0.384022395,1,0.639826391,0.855280703,0.408427572
Diacerein,M01AX21,368.29378,1.9,124,683,265.2,0.107958523,5.04E-06,7.65E-06,7.62E-06,5.04E-06,1.51E-05,6.54E-07,2.39E-06,8.17E-06,1,0.897610637,0.477961754,7.48E-07,5.04E-06,5.37E-06,5.51E-07,5.84E-06,4.78E-07,4.93E-07,5.04E-06,5.04E-06,1.68E-05,0.497219706,1,2.08E-05,0.000170513,1.03E-05,0.82908345,5.04E-06,1.94E-05,4.93E-07,8.04E-05,1.69E-05,0.000202857,5.04E-06,6.24E-06,7.81E-06,6.82E-06,6.72E-05,5.04E-06
Diazoxide,C02DA01 V03AH01,230.67138,1.2,66.9,360,155.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.855158058,1,0.722259898,0.882604301,1,1,1,1,0.731283087,1,1,1,1,1,1,0.77803971,1,1,1,0.548577685,1
Dibenzepine hydrochloride,N06AA08,296.38678,2.7,28,398,239.5,0.388640409,0.291957424,0.851724741,1,0.286110447,0.601247647,0.693693952,0.353509288,0.027822713,0.528220475,0.533093186,1,0.141394112,0.5707879,0.612963438,0.904361354,0.79376536,0.971919675,0.265513946,0.928533167,0.681095624,0.126456303,0.455765106,0.437684862,0.372677216,0.809969581,0.946705851,0.787043868,0.529391258,0.936248501,0.842615508,0.87146864,0.492019699,1,0.816661798,0.99018187,0.783221432,0.967453662,0.749628623,0.50305541
Dibucaine,C05AD04 D04AB02 N01BB06 S01HA06,343.46316,4.4,54.5,387,282.3,1,1,0.72514305,0.766942058,1,0.994742401,0.881987587,0.746251199,1,1,1,0.924607276,1,1,1,1,1,0.742355865,1,1,1,1,1,0.613860444,1,1,0.885587477,0.958582063,1,0.045219401,0.417778469,1,1,0.752015103,1,1,1,1,1,1
Dichlorphenamide,S01EC02,305.15884,0.3,137,452,187.1,1,1,0.857152676,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.724636302,1,1,1,1,0.972551309,0.82739152,1,0.87121473,1,0.977600597,1,0.878332776,1,1,0.89553794,1,1,1,1,1
Diclazuril,QP51AJ03,407.63796,4.1,85.6,629,280.7,1,0.914835419,0.035155891,0.00184996,0.009510718,0.0797786,0.240114536,0.021009296,1,1,1,0.128560745,0.627259668,0.019004102,0.007631742,0.005776539,0.209612998,0.718105689,1,0.009519216,1,1,1,0.441682263,0.630799077,0.639775943,0.46940795,0.026329086,0.021890097,0.000137683,5.51E-07,8.20E-05,1,0.208159633,0.100157914,0.018645555,0.642691761,0.008913545,1,1
Diclofenac sodium,D11AX18 M01AB05 M02AA15 S01BC03,295.1407,5,52.2,298,214.2,0.444523168,0.698683825,1,0.468681663,0.099086775,0.043676516,0.500085157,1,1,0.375812907,0.079533571,1,0.321480134,0.827269175,0.10610617,0.971269641,0.290828741,0.42504386,0.249334289,0.973609038,0.704613152,0.244207298,0.986823671,1,0.501738788,0.792304799,0.211629556,1,0.013752585,0.041812192,0.767975214,0.858731195,0.259163905,1,0.283903548,0.843344312,0.575888151,0.697013471,0.143273827,0.230289192
Dicloxacillin sodium salt hydrate,J01CF01,469.31844,3.6,141,740,328.6,8.08E-07,2.45E-05,0.080551359,0.917526845,0.000650497,0.486639703,6.45E-07,1.99E-06,0.000376726,5.04E-06,5.04E-06,0.742202057,1.79E-06,3.26E-05,0.039011383,5.52E-07,0.015885545,5.51E-07,2.73E-07,5.04E-06,5.04E-06,0.000963399,0.667424446,0.746149578,1.99E-05,0.000271872,6.31E-05,5.51E-07,5.04E-06,0.531327833,8.58E-06,6.27E-05,2.29E-05,0.000175753,1.31E-05,1.77E-05,6.45E-07,5.51E-07,1.67E-06,0.542496009
Dicumarol,B01AA01,334.2791,3.4,98.7,605,246.6,0.895161966,0.043038561,0.012769885,0.00203836,0.002320022,0.042450481,0.001765715,0.136531802,0.025152184,1,0.968918196,1,0.832387863,1,0.006726948,0.009617755,0.175388987,0.026173084,0.807509932,1,0.813051645,0.933922147,0.6969813,0.87121473,1,1,0.019328487,1,0.000511457,0.000114306,0.006860033,0.020222577,1,1,0.146008355,0.017293175,1,5.54E-05,0.000465018,0.968114871
Dicyclomine hydrochloride,A03AA07,309.4867,5.5,29.5,326,254.7,0.075420219,0.909447355,0.109262522,0.160464452,1,0.175058104,0.524113152,0.134570241,0.73453915,0.383616779,0.869142658,0.924473383,0.358304395,0.529736671,0.858137142,0.575257404,1,0.367353211,0.708379159,0.237964472,0.284806512,0.49646012,1,0.938355336,0.002806708,0.034733329,0.699428158,0.672864488,0.722722165,0.602776111,1,0.479463335,1,0.869610067,0.397165929,0.266480069,0.2270448,0.619901256,0.549766378,0.747592402
Didanosine,J05AF02,236.22728,-1.2,88.7,348,169.1,1,1,1,1,1,1,1,1,1,1,1,0.524239372,1,1,1,1,0.145188955,0.38037613,1,1,1,1,1,0.962719539,1,1,1,0.185689423,1,0.504756268,1,1,1,1,1,0.683501262,0.899570719,0.894677343,1,1
Dienestrol,G03CB01 G03CC02,266.33432,5.4,40.5,318,222.6,1,0.001220011,5.99E-06,2.62E-05,5.04E-06,0.002834728,5.04E-06,7.01E-06,4.93E-07,0.524838195,1,0.667304957,5.04E-06,0.328621706,0.622629079,0.01086927,0.967453662,0.048338668,1,5.04E-06,0.000842546,0.716098121,0.680838428,0.384425285,0.288975035,0.062546472,0.054353699,0.463215865,6.13E-06,5.51E-07,1.23E-05,0.000188147,1,0.004038344,0.892217361,5.04E-06,1.34E-05,0.023770351,0.060241531,1
Diethylcarbamazine citrate,P02CB02,199.29324,0.3,26.8,184,163.6,0.580185598,0.396908887,1,0.990469562,0.556257224,0.877809808,1,1,0.321572052,0.135595008,0.193544235,1,0.581679633,0.886710194,0.486806264,0.918074784,0.611579552,1,0.864228985,1,0.434551902,0.492932835,1,0.957170189,0.376116858,1,0.994067967,1,0.573168603,1,1,1,0.300377897,0.815891764,1,1,0.78489086,0.977067418,1,0.62703688
Diethylstilbestrol,G03CB02 G03CC05 L02AA01,268.3502,5.1,40.5,286,224.1,0.079576358,0.003741022,0.000539738,0.000671946,5.04E-06,1.68E-05,0.036949141,0.002426018,0.001467284,0.080437104,0.496731202,0.697819847,0.000470942,0.856952995,0.011724646,0.006417648,0.710861956,0.008553647,0.547448163,0.05620915,0.275214625,0.542496009,0.907027284,0.39904595,1,0.214627753,0.102560848,0.81326858,8.48E-05,5.66E-05,0.000151975,0.005071009,1,0.015064525,0.164857619,0.249522001,0.725231084,0.208609171,0.004139029,0.934127397
Diflorasone Diacetate,D07AC10,494.524886,3,107,1050,,1,0.270165514,0.854482974,0.799952843,0.871325253,0.872999283,0.763323584,0.836695135,0.979371642,0.749826938,0.932274201,0.624779489,0.714384494,0.691792405,0.797167256,0.886035908,0.850914745,1,0.61055297,1,1,0.983480931,1,0.763809089,1,1,0.946705851,1,0.628468551,0.520417634,0.25031984,0.940488951,0.712862265,0.784286732,1,1,0.787490592,0.731283087,1,0.874579695
Diflunisal,N02BA11,250.197626,4.4,57.5,311,182.7,0.840846448,0.975662465,0.708023922,0.579078362,1,0.972661106,0.492932835,1,1,0.798117308,0.966848432,0.755047848,0.624201125,0.526514577,0.32295496,0.319601971,0.997454922,0.711177553,0.77717053,0.356573695,0.581837342,1,0.88668016,0.823746453,0.970464844,0.511235448,0.229354236,1,0.271815952,0.392391856,0.451160231,0.496440372,0.880135962,0.740112408,0.930748609,0.980916745,1,0.290583424,0.465365021,0.870719798
Digitoxigenin,C01AA,374.51366,2.6,66.8,686,290.4,0.850431611,0.325455763,1,0.495684042,0.449190596,0.877809808,0.619021813,0.734833666,0.11457211,0.86522394,1,0.984820454,0.971308433,0.882383467,1,0.918799579,0.752634117,0.733947458,1,1,0.838785222,1,0.82720174,1,0.799183128,1,1,0.972821609,0.543486262,0.914495288,0.530024465,1,0.97977037,1,0.761993449,1,0.910449865,0.513513991,1,0.950487993
Digoxigenin,-,390.51306,1.1,87,718,297.9,1,1,1,1,1,1,1,1,1,1,1,1,0.456559231,1,1,1,1,1,1,0.274065514,1,1,1,1,1,1,1,0.974950765,1,1,1,1,1,0.817252468,1,1,1,1,1,1
Digoxin,C01AA05,780.93846,1.3,203,1450,,0.823748989,0.234386545,1,0.976307967,0.382625788,0.79968704,0.894442164,0.619524017,0.54155744,0.175388987,0.407358418,0.737041393,0.203423818,0.210052497,0.503883075,0.663090053,0.887231711,0.683201705,0.006949505,1,0.318703321,0.250528522,0.667334848,0.390318313,0.695102874,0.581679633,0.990216375,1,0.181459807,1,0.477198826,1,0.63709745,0.878552777,0.811097169,0.621913713,0.354937551,0.778396903,0.703847799,0.278879593
Dihydroergotamine tartrate,N02CA01,583.67738,2.4,118,1160,,1,0.830834227,0.875551238,0.881706123,1,0.579078362,0.640078097,0.661721808,0.448973141,1,1,0.970617159,1,1,1,1,0.516523278,1,1,1,0.381490576,1,1,0.819043635,1,0.557374891,0.581513291,0.678462483,0.362336176,0.460127567,1,0.972383088,0.434323974,1,1,0.858624024,1,0.367929353,0.416307162,1
Dihydrostreptomycin sulfate,S01AA15,583.58994,-8.2,340,911,,1,1,0.918440102,0.754713598,1,0.098559325,0.313092109,0.320301329,1,0.188368701,5.04E-06,0.264518434,1,0.926238526,1,0.674443215,0.575735018,0.29949076,1,0.09226399,0.520637294,1,1,0.431410584,1,0.027069328,0.36159902,0.495651496,1,1,0.832442846,0.280197006,0.698842574,0.000428843,0.0755541,0.414223849,0.000776173,0.000349122,0.056103529,1
Dilazep dihydrochloride,C01DX10,604.68846,4.1,115,727,,1,1,0.875254525,1,0.819136418,1,0.86110668,1,0.564472779,1,1,0.40052508,1,1,1,1,1,1,1,1,1,1,1,0.692640213,1,0.662500579,1,0.398879814,1,0.2081027,0.295448526,1,1,1,1,0.781952053,1,1,0.264103693,1
Diloxanide furoate,P01AC01,234.07926,2,40.5,203,164.7,0.857152676,0.533765939,0.989370352,0.925118347,0.527498517,0.692845227,0.617582703,0.791242286,0.116228482,0.850795949,0.596991973,1,0.071020095,0.462775245,0.449787275,1,1,0.431507748,0.731283087,0.380497916,0.496581011,0.78168634,1,1,0.16883347,0.537681592,0.49646012,1,0.474849546,1,1,0.657680991,0.396839425,0.92733527,0.009077749,0.852357282,0.239594206,0.958515873,0.675392491,0.556574093
Diltiazem hydrochloride,C08DB01,415.52578,3.1,85.6,565,322.5,0.752962658,0.833531479,1,1,0.793336866,1,0.6636395,1,1,0.704613152,0.558102093,1,0.999098223,0.626295805,0.477872128,0.827615774,0.436902788,0.468161972,0.972480502,1,0.903205242,0.656290188,1,0.680101307,1,0.941041763,0.933775142,1,0.694301137,0.36922155,1,1,0.46103423,1,1,1,0.795299633,1,0.889878639,0.28828501
Dimaprit dihydrochloride,-,161.2684,0.6,78.4,103,130,1,1,1,1,1,0.889038326,1,1,0.618763514,0.929570234,0.967453662,0.638476348,1,0.903615343,0.956175083,1,0.514844687,1,0.850431611,0.849629956,1,1,1,1,1,1,1,0.728165081,1,1,1,1,0.821838873,1,0.093877788,1,0.284889803,1,1,0.855298523
Dimenhydrinate,R06AA52,,,,,,0.628539157,0.941749355,1,0.991409898,0.612190377,0.89612732,1,1,0.564588356,0.547543604,0.254021471,1,0.908938731,0.774732129,0.861284706,0.372354129,1,1,0.205634365,1,0.848983181,0.425775686,0.583781424,0.850795949,0.937961609,0.850579957,1,1,0.837921534,1,1,1,1,1,1,0.85152244,1,0.971919675,1,0.548538546
Dimethadione,N03AC,129.11398,0.1,55.4,173,95.8,0.912902594,0.784286732,0.99476107,1,0.922222673,1,1,0.931394324,0.800904609,0.710611773,0.712813233,0.900596501,0.611635155,1,1,0.985481858,1,0.982979303,0.835606921,1,0.886035908,0.796061553,1,0.87418938,1,1,0.990302647,1,1,1,1,1,0.762024579,0.948236454,0.900492576,1,1,1,0.949576028,0.699787728
Dimethisoquin hydrochloride,D04AB05,272.38526,4.2,25.4,270,229.4,0.427479141,1,0.341333492,0.272922737,1,0.513590876,0.369758193,0.049945342,1,1,1,0.489456912,1,0.31231147,0.980137443,0.137170171,0.850256266,0.817252468,0.929462378,1,1,1,0.885456259,0.881524374,0.004750396,0.115378155,0.883448815,1,1,0.419889746,0.999475922,0.397634268,1,0.721738027,1,0.680306495,1,0.329336402,0.444271837,1
Dinoprost trometamol,G02AD01,354.48096,2.7,98,432,292.5,0.709631773,1,0.885717748,0.9070175,1,0.881806073,0.530087847,0.673455705,1,1,1,0.895511629,1,1,1,0.462078503,0.976710485,0.934084562,1,1,1,1,0.641114897,0.116161659,1,1,0.580194498,0.937993226,1,1,0.853014082,0.941041763,1,1,1,0.590497806,1,0.350202833,0.821838873,1
Diosmin,C05CA03,608.54468,-0.8,234,995,430.8,0.867553595,0.414938355,1,1,0.865282844,0.914020314,1,1,0.465435629,0.723135315,0.630799077,1,0.131697579,0.554741206,0.860767756,1,0.800904609,0.289600098,0.491040514,1,0.806107784,0.767537883,1,1,1,1,1,0.494771288,0.87418938,1,1,0.864877052,0.376741667,1,1,0.311136484,0.336586559,0.82274106,1,0.564659286
Dioxybenzone,-,244.24268,3.3,66.8,292,188.6,0.196400227,0.816484323,0.821610739,0.740835743,0.280520228,0.975263437,0.640228335,1,0.832307499,0.851421803,1,0.7247967,1,1,1,1,1,1,0.902950768,0.490181255,1,0.438558086,0.430420865,1,0.969176466,0.695142549,0.941236514,1,0.908808397,0.943760715,0.846788943,0.940210285,1,1,0.315229349,0.939909033,0.924444047,1,1,0.469854482
Diperodon hydrochloride,-,397.46748,3.7,79.9,498,312.5,0.622591166,0.962721173,0.632274294,0.696147249,1,0.22982105,0.145448183,0.434981791,1,1,1,0.954625067,1,0.985481858,0.889878639,1,1,1,1,1,1,1,0.596879836,0.857843833,1,0.303295497,0.802598872,0.865860258,0.725138561,0.188245019,0.688846306,0.590743307,1,1,1,0.643995263,0.428632386,0.909399377,1,1
Diphemanil methylsulfate,A03AB15,278.41126,4.4,0,335,237,1,1,0.505251644,0.864796441,1,0.610476232,0.404715629,0.22634649,1,1,1,0.279282627,1,1,1,0.171089687,1,0.887753579,1,1,0.825797038,1,0.962450429,0.335900701,1,0.989370352,0.304838664,0.418074369,1,1,0.76692025,0.920851098,0.242373605,1,1,1,1,1,0.624743459,1
Diphenhydramine hydrochloride,D04AA32 N04AB01 R06AA02,255.35474,3.3,12.5,211,215.8,0.54915908,0.946089749,0.759185172,0.83643417,1,1,0.809186149,0.396764482,1,1,1,1,0.527624409,1,1,0.62625934,0.625916475,1,1,1,1,0.775756463,0.813051645,0.645585832,0.71711351,0.756911684,0.980897608,0.817970812,0.95503544,1,0.78168634,1,1,0.299839947,1,1,0.680838428,0.937956117,1,0.929097289
Diphenidol hydrochloride,A03BA,309.44518,4.2,23.5,307,258.2,0.793914374,1,1,1,1,1,0.832349622,0.958582063,0.100157914,1,1,1,1,0.998592764,1,1,1,1,1,1,1,1,1,1,1,1,0.835606921,1,1,1,1,1,1,1,0.894163979,1,1,1,1,1
Diphenylpyraline hydrochloride,R06AA07,281.39202,3.9,12.5,268,234.5,0.429993187,0.202662928,0.559436993,0.73051685,1,1,0.721011233,0.371953932,1,0.878018559,0.821914004,1,1,0.939296544,1,1,1,0.241891381,0.850256266,1,1,0.899978911,1,0.241865066,1,0.280587717,0.430258489,1,1,0.876250492,0.987671585,1,1,1,1,0.677787201,1,0.807445283,0.160602476,0.844859731
Dipivefrin hydrochloride,S01EA02,351.43726,2.9,84.9,463,278.5,1,1,1,0.976172023,1,1,1,1,1,1,1,1,1,1,1,1,1,0.704636582,1,1,1,1,1,1,1,0.94657285,1,1,1,0.769856491,1,1,1,1,1,1,1,1,1,1
Diprophylline,R03DA01,254.24256,-1.8,98.9,364,184.7,1,0.982632181,1,1,1,1,1,1,0.802683459,0.821298898,0.711224505,1,0.485685299,0.724362657,1,1,0.805241794,0.874770679,1,0.99296336,0.970001549,0.649642517,1,1,0.836045469,0.823327987,1,1,0.807561894,0.55768023,1,1,0.798940308,1,1,1,1,1,0.852233206,0.843833009
Dipyridamole,B01AC07,504.6256,0.7,145,561,376.4,1,0.909703535,1,0.853014082,1,1,0.796061553,1,1,0.818325619,1,0.970664603,1,1,1,0.352898933,0.565644342,0.13937327,1,1,1,0.625833161,1,1,1,1,1,1,0.864946472,0.273994142,0.074814204,1,1,1,1,1,0.631507128,0.538393211,0.54961233,1
Dipyrone,N02BB02,310.34884,-0.1,92.4,533,229.1,1,1,0.948407258,1,1,1,1,1,1,1,1,0.596017475,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.922173674,0.855563566,0.74316636,1,1,1,1,1,1,0.31553884,1
Dirithromycin,J01FA13,835.07372,4.2,196,1300,,0.002343758,1.40E-05,0.002053979,1.81E-05,5.04E-06,9.39E-06,6.76E-07,1.97E-06,6.45E-07,5.04E-06,5.04E-06,8.04E-07,7.48E-07,2.39E-05,1,2.33E-06,0.000158672,0.000601093,4.82E-07,3.13E-05,5.04E-06,9.70E-06,0,1,0.000200215,0.0004071,0.00017265,0.00017265,5.04E-06,4.93E-07,1.66E-06,0.033970983,1.66E-05,0.000323156,6.13E-06,0.00017265,5.51E-07,6.90E-07,6.00E-06,6.36E-06
Disopyramide,C01BA03,339.47446,3.2,59.2,409,271.9,0.991019668,1,1,1,1,1,1,1,0.746251199,1,1,1,1,1,1,0.889878639,1,1,1,1,1,1,1,0.971638613,1,0.384070975,0.835143452,0.866082757,1,1,0.63705029,1,0.912899413,1,0.736293239,1,0.761308372,0.98140115,0.833210611,1
Disulfiram,P03AA04 N07BB01,296.5392,3.9,121,201,225,1,0.836668115,1,1,1,0.896976633,0.877467011,0.167163141,0.953455342,0.656604164,0.686823604,0.808549285,0.980289086,0.889878639,1,0.46720859,0.001296427,0.80692967,0.484376834,0.015888729,0.09973691,1,1,1,1,0.355453501,1,1,1,0.929343608,1,0.814123308,1,0.014278128,0.382241843,0.15673318,1,0.657635146,1,0.665273815
Dizocilpine maleate,N04BC,221.297,2.8,12,313,182.2,0.651159892,0.994579874,1,0.998259584,0.823163634,0.549030002,1,0.99771141,0.577830287,0.854724305,0.862889185,0.963316351,1,1,0.79297002,0.964576326,0.86579872,1,1,1,0.912896324,1,0.862015093,0.458921585,1,0.556825031,0.684639853,1,1,1,0.952465781,0.838047415,1,0.816086823,1,0.962650116,0.920036494,0.18992751,1,0.688374953
DO 897/99,-,417.54324,4.8,44.8,549,338.7,0.018626145,1,0.55178164,0.711743251,1,0.710922754,0.747736711,1,0.690072286,1,1,0.111385729,1,0.312006751,1,0.97977037,0.742355865,0.280467834,1,0.429276009,1,1,0.997168303,0.671013082,1,0.044681229,0.22585064,0.47586861,1,0.011228919,0.08302696,0.570662128,1,1,1,1,1,0.369013289,1,1
Dobutamine hydrochloride,C01CA07,301.38012,3.4,72.7,305,244.4,0.704021665,0.740835743,1,1,0.882220975,1,1,1,0.515503575,0.515503575,0.726174976,1,0.610701493,0.503835161,0.998005434,1,0.48492988,1,0.77929111,1,1,0.627259668,1,0.833210611,0.579078362,0.964383069,1,1,0.72148391,1,1,1,0.446476516,0.889275563,0.75036653,1,0.596159818,0.708278679,1,0.7585153
Docetaxel,L01CD02,807.87922,1.6,224,1660,,1,1,0.069256287,1,1,1,1,1,1,0.804698893,1,1,1,1,1,0.070093833,1,1,1,1,1,1,1,1,1,1,1,1,1,0.815699672,1,0.92733527,1,0.893604146,1,1,1,1,1,1
Dolasetron mesilate,A04AA04,324.3737,3.4,62.4,535,245.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.54367209,1,1,1,1,1,1,1,1,1,1,1,1,1,0.985481858,1,1,1,1,1,1
Domperidone,A03FA03,425.91126,3.9,67.9,655,321,0.988883579,1,1,1,0.377951492,1,1,1,1,1,1,0.439007689,1,0.857471689,1,0.296603385,1,1,1,0.173354729,1,0.433997547,1,1,1,0.049638695,1,1,1,0.781407628,0.912868245,0.450758144,0.955721647,0.265528683,1,0.808694771,1,0.999443806,1,1
Dopamine hydrochloride,C01CA04,153.17844,-1,66.5,119,121.4,1,1,0.839213269,1,1,1,0.815437806,0.724793308,1,1,1,0.879204204,1,1,1,0.864278183,1,1,1,0.266480069,1,1,0.661352893,0.332279036,1,0.194731413,0.63705029,0.752015103,1,1,0.554790554,1,1,0.970022132,1,0.363931603,1,0.986965582,1,1
Dorzolamide hydrochloride,S01EC03,324.44004,0.4,151,534,221.5,1,1,0.181770735,1,1,1,0.881100369,0.601822362,0.120720366,1,0.970395269,0.178298147,1,1,1,1,1,1,0.882116822,0.279780149,1,1,0.651577125,0.243347339,1,0.387612782,0.552609639,0.01074459,1,0.929570234,1,0.755574485,1,0.094366908,1,0.020467577,1,0.121596547,0.293635974,1
Dosulepin hydrochloride,N06AA16,295.44174,4.5,28.5,363,242.2,1,1,0.977232189,1,0.956879151,1,0.985447163,0.506649685,1,1,1,1,1,1,1,1,1,1,1,0.517891103,1,0.815275913,0.382724701,1,1,0.254702513,0.931303628,0.933648498,1,0.904425043,0.854684712,0.347446872,1,1,0.050838151,1,1,1,0.756095085,0.313958109
Doxazosin mesylate,C02CA04,451.4751,2.5,112,678,334.4,0.331535111,0.637595209,0.160927893,0.482360741,0.636717421,0.432823558,0.698549427,0.120653471,1,0.361776081,0.479460687,1,0.501483578,0.237154134,0.235251102,0.22267431,0.283765265,0.143878055,0.073724586,0.420790505,0.210968548,0.93175826,0.996614297,0.230938896,1,0.022153405,0.832663073,0.962601244,0.008264925,0.218248189,0.038640008,0.403735714,0.063274075,1,1,0.508471226,0.604667957,0.728879708,0.85345151,0.20226127
